[00:03] mn035 | @ @
"[27:24] mn082 | in the matical sense because that means for you in a certain kind a certain extent , you are decoupled from networking stuff ."
"[27:34] mn030 | Well , I 'm foc"
[27:38] mn082 | Yeah . Yeah .
[27:41] mn082 | Yeah .
[27:42] mn030 | I never eh e um dealed with um mobile communications . So why not ?
[27:49] mn082 | Yeah . So . There is it still ongoing activity
"[27:50] mn030 | So that 's eh , to open my mind ."
[27:53] mn082 | with uh maybe a portion of time at the University of Berlin Berlin .
"[27:57] mn082 | And independently whether I will leave the uh uh ICSI in in the mid of December or not ,"
[28:02] mn082 | I will still focus on on on these QS - in - Advance schemes
[28:08] mn082 | eh also within Siemens and also with some project there .
"[28:13] mn082 | And I believe your routing stuff is also available , uh ,"
[28:16] mn021 | Hmm - mmm .
"[28:18] mn082 | And when you when you will go back to Spain , right ?"
[28:19] mn021 | Yeah .
[28:21] mn021 | Yeah . Sure . Yeah . And and
"[28:22] mn082 | Yeah , so ."
"[28:23] mn082 | and and that 's why , in principle , the skills will be always available I guess ."
[28:23] mn021 | Mm - hmm .
[28:23] mn021 | I 'm fortunate be
[28:28] mn082 | if there is a certain type of project in the home countries and then the
[28:34] mn021 | N Not only this . We can even use this u
[28:38] mn021 | to get some European projects in the future because
[28:41] mn082 | yeah
[28:43] mn082 | maybe
"[28:49] mn021 | I think w This will improve over time , I 'm sure ."
[28:54] mn021 | Probably .
"[28:55] mn021 | You know , this kind of joint work of different countries de companies , universities ."
[29:06] mn021 | Because it is involving different partners from different points of of Europe .
"[29:12] mn082 | Now , I will not prevent anybody from getting some cake and we are sitting here together it 's"
"[29:17] mn082 | uh very uh very slow , in principle , but my last question is for Wilbert ."
"[29:22] mn082 | Wilbert , you"
[29:24] mn082 | I I think you got the basic idea because it was mostly discussed with you here from this current available scrap project proposal .
[29:34] mn082 | Don't you think that KPN could be convinced to go on this way what I mentioned before ?
[29:39] mn082 | There 's no way ?
[29:39] mn081 | No .
"[29:41] mn082 | They needed definitely , in principle , some kind of service or device or product or whatever ."
[29:45] mn081 | Yeah .
[29:48] mn081 | That 's right now the s the status . Yes .
"[29:55] mn082 | Can we both have together ,"
"[29:57] mn082 | maybe , I think it 's a little bit more easier ,"
[29:59] mn082 | a discussion on Thursday ?
[30:04] mn081 | I 'm out for th one a week and a half .
"[30:08] mn081 | So on Wednesday , Thursday , Friday , I have a workshop at Stanford and next week I have a week on holiday ."
[30:09] mn082 | OK .
[30:14] mn082 | OK .
[30:15] mn082 | Maybe that 's enough time for you to consider a little bit more
[30:19] mn082 | in this direction ?
[30:20] mn081 | Could be .
[30:22] mn082 | And then we could have eh discussion and maybe
[30:26] mn082 | this one is an overall
[30:29] mn081 | Yeah .
"[30:30] mn082 | work , in principle , where everybody could hook in and and get certain kind of small portions to solve it"
[30:38] mn082 | and
[30:39] mn081 | for KPN would be that
[30:41] mn081 | there is a p a project in this area .
[30:44] mn081 | So that makes sense to do in this ar
"[30:47] mn081 | This ,"
[30:47] mn081 | I mean the Bay Area @ @
[30:49] mn021 | Hm - hmm .
"[30:50] mn081 | with a group of uh a few people , like four or something ,"
[30:54] mn081 | and that connects to this project .
"[30:56] mn081 | So , one somebody or two somebodies can be found uh founded or get money"
[31:02] mn081 | to join this project .
"[31:04] mn081 | But that the other four should build a service on top of it ,"
[31:08] mn082 | mm - hmm .
[31:08] mn081 | that has a clear business focus .
[31:10] mn081 | It means eh a a UMTS service basically .
[31:15] mn082 | Mm - hmm .
"[31:16] mn082 | Can you consider poten also in the meantime ,"
[31:20] mn082 | some potential UMTS services
[31:25] mn082 | besides this one ?
[31:25] mn081 | Yeah .
"[31:28] mn081 | Yeah , but"
[31:29] mn081 | you see the the they ask something pretty strange .
"[31:33] mn081 | They they want something pretty strange from me that I think of a service , a network service ."
[31:38] mn081 | There are sixty million billion people in the in the world that think of services all day
[31:44] mn081 | and try to make a lot of money with it in the form of start - ups or whatever .
"[31:49] mn081 | And just think of a service like that , if I could do this ."
"[31:53] mn082 | No , but , uh fff maybe based on this one and you see the networking stuff"
[31:54] mn081 | w
[31:59] mn081 | Mm - hmm .
"[32:01] mn082 | the core network technology in the access network , I would like to say . And this is aligned then"
"[32:07] mn082 | as much as possible to the internet . That 's the basic idea ,"
[32:10] mn082 | that you can have a certain kind of service which make use of these novel things .
[32:17] mn081 | Mm - hmm .
[32:18] mn082 | Because normally I I believe the the the people are
"[32:21] mn082 | either on the application layer ,"
"[32:22] mn082 | that means higher than layer four ,"
[32:23] mn082 | or they are on layer f one to l l up to layer four .
[32:27] mn081 | Bu -
"[32:27] mn082 | And the service people are considering "" OK , UMTS you have some location information , and maybe you are have the infrastructure in the car ,"
"[32:36] mn082 | so , if I provide a certain kind of service , independently what the network is offering , you know ."
[32:41] mn082 | Because they do not consider it very well . They know there is a certain kind of location information
"[32:46] mn082 | and you have a GPS , and they know , OK , it 's based on satellite . And there 's UMTS , that is based on base station ."
"[32:52] mn082 | There 's all that they consider . And then assume , OK , I can do that ."
"[32:56] mn082 | And the networking guy said OK it would be great to have Multicast and all these kind of things in the network ,"
[33:01] mn082 | but do not consider really what a sense of benefit
"[33:04] mn082 | uh for applications , there were new app old application make use of it and how can new application arise"
[33:11] mn082 | which we
[33:12] mn082 | haven't considered up to now
"[33:17] mn082 | enriched network function , LAT ."
[33:24] mn082 | to consider something in that way
"[33:30] mn081 | Well , u until now I have been trying to think about it , but eh f to me u"
"[33:34] mn081 | what I have every every time I encountered it , it is all this is all pretty close by ,"
[33:40] mn081 | like the industry is already behind this .
[33:43] mn081 | So they they want to make this available pretty soon .
"[33:47] mn081 | So I 'm just trying to think uh m more ahead , like uh use the wireless device as a only as a signalling thing or something ."
"[33:57] mn081 | So so whenever you come in with your uh GSM phone and there is a PC available , like everything will be directed to the the bigger device or something ."
[34:06] mn081 | So more services like that .
[34:07] mn081 | I think the they are working pretty hard to get IP available very good and efficiently from uh two mobile devices or wireless devices .
[34:23] mn082 | Not currently there is a techno technology split .
[34:23] mn081 | a th thing
[34:28] mn082 | Of course you have IP in the mobile device
[34:30] mn082 | but if you see the strange protocols text
"[34:33] mn082 | there 's IP over IP and tunnels and and whatever , so , but it 's uh"
"[34:36] mn082 | looks very strange to me because you have different numbering screens , concerning you have a phone number ,"
"[34:41] mn082 | you have to map it to IP addresses and and so on , but"
"[34:44] mn082 | for me , you have not the end to end parts of for for IP functionality ."
[34:48] mn082 | We are far away from that .
[34:51] mn082 | And if you take a really look to the GPRS protocols texts and I believe also they apply for UMTS but I 'm not
"[34:57] mn082 | eh very familiar with that ,"
[35:00] mn082 | and the next generations access network is will come soon .
[35:05] mn082 | You see it 's every three years or four years they will have a new generation .
[35:10] mn081 | And there 's a We m
[35:10] mn082 | But anyway you yeah ? yeah ?
[35:18] mn082 | Why ? What kind what kind IP over what do you call it ?
"[35:20] mn081 | N no nets ,"
[35:21] mn082 | No net .
[35:22] mn081 | Yeah .
[35:24] mn081 | Like only over ether .
[35:26] mn081 | carefully integrated for net but there is no net .
"[35:31] mn081 | If you want to do make like also for wireless devices end to end IP available , that could be a vision ."
[35:37] mn081 | Like .
[35:43] mn082 | Can you repeat it ?
"[35:45] mn081 | Well , so he he says well IP to IP or end to end IP , is far well , it 's far away ."
[35:55] mn081 | um
[35:57] mn081 | So you what you might want to do is well get U M T S out there
[36:02] mn081 | and just do uh I Ps playing over radio .
[36:06] mn082 | Mm - hmm .
[36:07] mn082 | Something like that is my final vision .
"[36:08] mn081 | Like like SDH , IP over fiber or WDM - WDM ."
[36:11] mn082 | Mm - hmm .
[36:12] mn082 | @ @
"[36:13] mn081 | This gets rid of the SDH . Or , well , start with get rid of the ATM first and then get rid of SDH ."
[36:15] mn082 | Yeah . ATM stuff . Yeah .
[36:16] mn082 | Yeah .
[36:17] mn082 | @ @
"[36:19] mn082 | There 's the problem is is , you see"
[36:21] mn082 | that the providers eh have always there broken view for for the management .
"[36:28] mn082 | If you have different kind of protocols texts and network management system , and the billing system and all these kinds of things which is besides the networking stuff , in principle , but you still need it ,"
[36:32] mn081 | Yeah .
[36:39] mn082 | is eh not aligned . We have it for different islands and and
[36:42] mn021 | Hmm - hmm - hmm .
"[36:44] mn082 | @ @ Well , that 's my final vision you know ."
[36:47] mn082 | If you have really then IP networks at a certain generation
[36:50] mn082 | where you have really the physical media and where necessary
[36:54] mn082 | uh additional maclear
"[36:56] mn082 | protocols ,"
"[36:57] mn082 | and then you have really always end to end . It makes you things much more simple much more easier ,"
[37:02] mn021 | Uh .
"[37:02] mn082 | uh , but is far far away , you know . Yeah ."
"[37:04] mn021 | Unless unless we speak about quality of service ,"
[37:05] mn082 | Yeah .
[37:05] mn082 | Yeah .
[37:08] mn021 | which is not eh embedded on on IP services .
[37:12] mn082 | Yeah but you have the extension for the eh quality of service mechanism which you have to map then to the underlying technology .
[37:20] mn021 | Yeah but for example nobody 's really using RSVP .
[37:24] mn082 | Yeah but maybe in the LAN interface it makes since to use it
"[37:29] mn081 | Eh you guys do that discussion later on please , uh ? RSVP ."
"[37:30] mn082 | And and But yeah but I think we sh we will miss the cake and I think we should stop now but please everybody ,"
"[37:31] mn021 | OK , sorry , sorry ."
[37:37] mn082 | short
[37:38] mn082 | eh s
[37:39] mn082 | go on with considerations and potential and and uh
[37:43] mn082 | um we didn't make s
"[37:46] mn082 | much progress today in the meeting ,"
[37:48] mn082 | but anyway
"[37:49] mn082 | this kind of activity lives from all , from the input of all ."
[37:53] mn082 | And so I really
[37:55] mn082 | if somebody has an idea send an email and then I would like to
[38:00] mn082 | enforce everybody not that I 'm doing everything
[38:02] mn082 | I could not I f didn't have the time in the past and I will not have it in the future and
[38:07] mn082 | maybe I will stay here only s four weeks or five weeks .
[38:11] mn082 | So it would be really
[38:13] mn082 | not the best thing if the activity is dead when I am leaving
[38:17] mn082 | and if I stay longer of course we can go on but nevertheless I rely heavily
"[38:21] mn082 | uh also from the contributions of everybody , and it 's in their own interest"
[38:25] mn021 | Hmm - hmm - hmm . That 's right .
"[38:25] mn082 | of of everybody , also from the institution behind . So"
"[38:29] mn082 | If there is certain kind of idea or questions or whatever , we are s only a small group of people"
"[38:36] mn082 | we can easily join on a white board and and start a discussion . It must not be on every Tuesday , you know ,"
[38:42] mn021 | OK .
[38:42] mn082 | at a certain time .
[38:44] mn082 | And I try to motivate the people . That it 's free . That 's a starting . That 's a ramp .
[38:48] mn082 | And we can go in different directions .
"[38:51] mn082 | And if you have a real focus on the certain novel thing for the services or UMTS or whatever , great ."
"[38:57] mn082 | If not , the long term and then these things must be , nevertheless must be defined in much more detail ."
[39:04] mn082 | Yeah .
[39:04] mn082 | OK ?
"[39:05] mn082 | So , thanks"
[39:05] mn021 | OK
[39:06] mn081 | OK
"[39:06] mn082 | please do not ,"
"[39:08] mn082 | um what Adam mentioned to uh switch off ,"
[39:11] fn083 | Do not Don't switch it off .
"[39:13] mn021 | OK , yeah , that 's right ."
"[39:16] mn021 | Oh , can you call Adam ?"
[39:19] mn021 | At this number ?
